id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
PG0,,,,,,,set(),Text
PG1,The Declaration of Independence of the United States of America,"Jefferson, Thomas",1743,1826,['en'],604,"{'United States -- History -- Revolution, 1775-1783 -- Sources', 'United States. Declaration of Independence'}",Text
PG2,The United States Bill of Rights: The Ten Original Amendments to the Constitution of the United States,United States,,,['en'],158,"{'Civil rights -- United States -- Sources', 'United States. Constitution. 1st-10th Amendments'}",Text
PG3,John F. Kennedy's Inaugural Address,"Kennedy, John F. (John Fitzgerald)",1917,1963,['en'],28,"{'Presidents -- United States -- Inaugural addresses', 'United States -- Foreign relations -- 1961-1963'}",Text
PG4,"Lincoln's Gettysburg Address: Given November 19, 1863 on the battlefield near Gettysburg, Pennsylvania, USA","Lincoln, Abraham",1809,1865,['en'],55,"{'Consecration of cemeteries -- Pennsylvania -- Gettysburg', 'Lincoln, Abraham, 1809-1865. Gettysburg address', ""Soldiers' National Cemetery (Gettysburg, Pa.)""}",Text
PG5,The United States Constitution,United States,,,['en'],226,"{'United States. Constitution', 'United States -- Politics and government -- 1783-1789 -- Sources'}",Text
PG6,Give Me Liberty or Give Me Death,"Henry, Patrick",1736,1799,['en'],54,"{'United States -- Politics and government -- 1775-1783 -- Sources', 'Speeches, addresses, etc., American', 'Virginia -- Politics and government -- 1775-1783 -- Sources'}",Text
PG7,The Mayflower Compact,,,,['en'],24,"{'Massachusetts -- History -- New Plymouth, 1620-1691 -- Sources', 'Pilgrims (New Plymouth Colony)', 'Mayflower Compact (1620)'}",Text
PG8,Abraham Lincoln's Second Inaugural Address,"Lincoln, Abraham",1809,1865,['en'],25,"{'United States -- Politics and government -- 1861-1865', 'Presidents -- United States -- Inaugural addresses'}",Text
PG9,Abraham Lincoln's First Inaugural Address,"Lincoln, Abraham",1809,1865,['en'],36,"{'United States -- Politics and government -- 1861-1865', 'Presidents -- United States -- Inaugural addresses'}",Text
PG10,The King James Version of the Bible,,,,['en'],3818,{'Bible'},Text
PG11,Alice's Adventures in Wonderland,"Carroll, Lewis",1832,1898,['en'],16547,{'Fantasy literature'},Text
PG12,Through the Looking-Glass,"Carroll, Lewis",1832,1898,['en'],3033,{'Fantasy literature'},Text
PG13,The Hunting of the Snark: An Agony in Eight Fits,"Carroll, Lewis",1832,1898,['en'],254,"{'Nonsense verses, English'}",Text
PG14,The 1990 CIA World Factbook,United States. Central Intelligence Agency,,,['en'],125,"{'Political statistics -- Handbooks, manuals, etc.', 'Political science -- Handbooks, manuals, etc.', 'World politics -- Handbooks, manuals, etc.', 'Geography -- Handbooks, manuals, etc.'}",Text
PG15,Moby Dick,"Melville, Herman",1819,1891,['en'],905,"{'Mentally ill -- Fiction', 'Whaling ships -- Fiction', 'Ahab, Captain (Fictitious character) -- Fiction', 'Ship captains -- Fiction', 'Whales -- Fiction', 'Sea stories', 'Adventure stories', 'Psychological fiction', 'Whaling -- Fiction'}",Text
PG16,Peter Pan,"Barrie, J. M. (James Matthew)",1860,1937,['en'],5359,"{'Fantasy literature', 'Pirates -- Fiction', 'Fairies -- Fiction', 'Never-Never Land (Imaginary place) -- Fiction', 'Peter Pan (Fictitious character) -- Fiction'}",Text
PG17,The Book of Mormon: An Account Written by the Hand of Mormon Upon Plates Taken from the Plates of Nephi,Church of Jesus Christ of Latter-day Saints,,,['en'],226,"{'Church of Jesus Christ of Latter-day Saints -- Sacred books', 'Mormon Church -- Sacred books'}",Text
PG18,The Federalist Papers,"Jay, John",1745,1829,['en'],461,"{'Constitutional history -- United States -- Sources', 'Constitutional law -- United States'}",Text
PG19,The Song of Hiawatha,"Longfellow, Henry Wadsworth",1807,1882,['en'],199,"{'Indians of North America -- Poetry', 'Hiawatha, active 15th century -- Poetry', 'Iroquois Indians -- Kings and rulers -- Poetry'}",Text
PG20,Paradise Lost,"Milton, John",1608,1674,['en'],2074,"{'Adam (Biblical figure) -- Poetry', 'Eve (Biblical figure) -- Poetry', 'Fall of man -- Poetry', 'Bible. Genesis -- History of Biblical events -- Poetry'}",Text
PG21,Aesop's Fables: Translated by George Fyler Townsend,Aesop,,,['en'],396,"{""Aesop's fables -- Translations into English"", 'Fables, Greek -- Translations into English'}",Text
PG22,Roget's Thesaurus,"Roget, Peter Mark",1779,1869,['en'],236,{'English language -- Synonyms and antonyms'},Text
PG23,"Narrative of the Life of Frederick Douglass, an American Slave","Douglass, Frederick",1818,1895,['en'],4193,"{'Slaves -- United States -- Biography', 'Douglass, Frederick, 1818-1895', 'Abolitionists -- United States -- Biography', 'African American abolitionists -- Biography'}",Text
PG24,O Pioneers!,"Cather, Willa",1873,1947,['en'],448,"{'Swedish Americans -- Fiction', 'Domestic fiction', 'Frontier and pioneer life -- Nebraska -- Fiction', 'Women immigrants -- Fiction', 'Women pioneers -- Fiction', 'Farm life -- Fiction', 'Women farmers -- Fiction', 'Brothers and sisters -- Fiction', 'Nebraska -- Fiction', 'Historical fiction'}",Text
PG25,The 1991 CIA World Factbook,United States. Central Intelligence Agency,,,['en'],53,"{'Political statistics -- Handbooks, manuals, etc.', 'Political science -- Handbooks, manuals, etc.', 'World politics -- Handbooks, manuals, etc.', 'Geography -- Handbooks, manuals, etc.'}",Text
PG26,Paradise Lost,"Milton, John",1608,1674,['en'],737,"{'Adam (Biblical figure) -- Poetry', 'Eve (Biblical figure) -- Poetry', 'Fall of man -- Poetry', 'Bible. Genesis -- History of Biblical events -- Poetry'}",Text
PG27,Far from the Madding Crowd,"Hardy, Thomas",1840,1928,['en'],411,"{'Love stories', 'Wessex (England) -- Fiction', 'Women farmers -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Farm life -- Fiction', 'Didactic fiction', 'Pastoral fiction'}",Text
PG28,Aesop's Fables,Aesop,,,['en'],539,"{""Aesop's fables -- Translations into English"", 'Fables, Greek -- Translations into English'}",Text
PG29,The 1990 United States Census,United States. Bureau of the Census,,,['en'],14,"{'United States -- Population -- Statistics', 'United States -- Census', 'Housing -- United States -- Statistics'}",Text
PG30,"The Bible, King James Version, Complete",,,,['en'],477,{'Bible'},Text
PG31,Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles,-496,-406,['en'],828,"{'Tragedies', 'Oedipus (Greek mythological figure) -- Drama', 'Greek drama (Tragedy) -- Translations into English', 'Antigone (Mythological character) -- Drama'}",Text
PG32,Herland,"Gilman, Charlotte Perkins",1860,1935,['en'],642,"{'Women -- Fiction', 'Utopias -- Fiction', 'Utopian fiction', 'Black humor'}",Text
PG33,The Scarlet Letter,"Hawthorne, Nathaniel",1804,1864,['en'],2048,"{'Puritans -- Fiction', 'Revenge -- Fiction', 'Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction', 'Women immigrants -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Illegitimate children -- Fiction', 'Married women -- Fiction', 'Adultery -- Fiction', 'Psychological fiction', 'Clergy -- Fiction', 'Historical fiction'}",Text
PG34,Zen and the Art of the Internet,"Kehoe, Brendan P.",1970,2011,['en'],57,"{'Computer networks', 'Information retrieval', 'Internet', 'Information networks'}",Text
PG35,The Time Machine,"Wells, H. G. (Herbert George)",1866,1946,['en'],5130,"{'Dystopias -- Fiction', 'Time travel -- Fiction', 'Science fiction'}",Text
PG36,The War of the Worlds,"Wells, H. G. (Herbert George)",1866,1946,['en'],3801,"{'Life on other planets -- Fiction', 'Science fiction', 'Mars (Planet) -- Fiction', 'Space warfare -- Fiction', 'War stories', 'Martians -- Fiction', 'Imaginary wars and battles -- Fiction'}",Text
PG37,The 1990 United States Census [2nd],United States. Bureau of the Census,,,['en'],8,"{'United States -- Population -- Statistics', 'United States -- Census', 'Housing -- United States -- Statistics'}",Text
PG38,"The Jargon File, Version 2.9.10, 01 Jul 1992",,,,['en'],49,"{'Electronic data processing -- Terminology -- Humor', 'Computers -- Humor', 'Computers -- Slang -- Dictionaries'}",Text
PG39,Hitchhiker's Guide to the Internet,"Krol, Ed",,,['en'],397,"{'Internet', 'Computer networks'}",Text
PG40,NorthWestNet User Services Internet Resource Guide (NUSIRG),"Kochmer, Jonathan",,,['en'],18,{'Internet'},Text
PG41,The Legend of Sleepy Hollow,"Irving, Washington",1783,1859,['en'],2216,"{'Ghosts -- Fiction', 'New York (State) -- History -- 1775-1865 -- Fiction'}",Text
PG42,The Strange Case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",1850,1894,['en'],1671,"{'Physicians -- Fiction', 'Science fiction', 'London (England) -- Fiction', 'Horror tales', 'Self-experimentation in medicine -- Fiction', 'Psychological fiction', 'Multiple personality -- Fiction'}",Text
PG43,The Strange Case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",1850,1894,['en'],5317,"{'Physicians -- Fiction', 'Science fiction', 'London (England) -- Fiction', 'Horror tales', 'Self-experimentation in medicine -- Fiction', 'Psychological fiction', 'Multiple personality -- Fiction'}",Text
PG44,The Song of the Lark,"Cather, Willa",1873,1947,['en'],160,"{'Musical fiction', 'Bildungsromans', 'Opera -- Fiction', 'Swedish Americans -- Fiction', 'Chicago (Ill.) -- Fiction', 'Colorado -- Fiction', 'Young women -- Fiction', 'Children of clergy -- Fiction', 'Women singers -- Fiction'}",Text
PG45,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],6911,"{'Islands -- Fiction', 'Bildungsromans', 'Prince Edward Island -- History -- 20th century -- Fiction', 'Country life -- Prince Edward Island -- Fiction', 'Shirley, Anne (Fictitious character) -- Fiction', 'Friendship -- Fiction', 'Canada -- History -- 1867-1914 -- Fiction', 'Girls -- Fiction', 'Orphans -- Fiction'}",Text
PG46,A Christmas Carol in Prose; Being a Ghost Story of Christmas,"Dickens, Charles",1812,1870,['en'],3631,"{'Ghost stories', 'Sick children -- Fiction', 'Scrooge, Ebenezer (Fictitious character) -- Fiction', 'Misers -- Fiction', 'London (England) -- Fiction', 'Poor families -- Fiction', 'Christmas stories'}",Text
PG47,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],2811,"{'Islands -- Fiction', 'Prince Edward Island -- History -- 20th century -- Fiction', 'Shirley, Anne (Fictitious character) -- Fiction', 'Canada -- History -- 1914-1945 -- Fiction', 'Teachers -- Fiction', 'Orphans -- Fiction'}",Text
PG48,The 1992 CIA World Factbook,United States. Central Intelligence Agency,,,['en'],35,"{'Political statistics -- Handbooks, manuals, etc.', 'Political science -- Handbooks, manuals, etc.', 'World politics -- Handbooks, manuals, etc.', 'Geography -- Handbooks, manuals, etc.'}",Text
PG49,Surfing the Internet: An Introduction: Version 2.0.2,"Polly, Jean Armour",,,['en'],34,"{'Electronic mail systems -- Directories', 'Computer network resources -- Directories', 'Internet addresses -- Directories'}",Text
PG50,Pi,"Hemphill, Scott",,,['en'],87,"{'Pi', 'Mathematics'}",Dataset
PG51,Anne of the Island,"Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],2899,"{'Prince Edward Island -- History -- 20th century -- Fiction', 'Self-perception -- Fiction', 'Universities and colleges -- Fiction', 'Shirley, Anne (Fictitious character) -- Fiction', 'Canada -- History -- 1914-1945 -- Fiction', 'Interpersonal relations -- Fiction', 'Nova Scotia -- History -- 20th century -- Fiction', 'Orphans -- Fiction'}",Text
PG52,The Square Root of 2,"Kerr, Stan",,,['en'],19,"{'Square root', 'Mathematics'}",Dataset
PG53,"Workshop on Electronic Texts: Proceedings, 9-10 June 1992",Library of Congress,,,['en'],22,"{'Electronic books', 'Electronic publishing -- Congresses', 'Text processing (Computer science) -- Congresses'}",Text
PG54,The Marvelous Land of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],455,"{'Friendship -- Juvenile fiction', 'Fantasy literature', 'Oz (Imaginary place) -- Juvenile fiction', 'Witches -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Women soldiers -- Juvenile fiction', 'Practical jokes -- Juvenile fiction', 'Queens -- Juvenile fiction', 'Magic -- Juvenile fiction'}",Text
PG55,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],4219,"{'Toto (Fictitious character) -- Juvenile fiction', 'Fantasy literature', 'Tin Woodman (Fictitious character) -- Juvenile fiction', 'Courage -- Juvenile fiction', 'Scarecrow (Fictitious character from Baum) -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Cowardly Lion (Fictitious character) -- Juvenile fiction', 'Home -- Juvenile fiction', 'Cyclones -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Dreams -- Juvenile fiction', 'Witches -- Juvenile fiction'}",Text
PG56,NREN for All: Insurmountable Opportunity,"Polly, Jean Armour",,,['en'],9,"{'National Research and Education Network (Computer network)', 'Internet'}",Text
PG57,Aladdin and the Magic Lamp,Unknown,,,['en'],151,"{""Children's stories"", 'Arabs -- Folklore', 'Folklore -- Arab countries', 'Fairy tales'}",Text
PG58,Paradise Regained,"Milton, John",1608,1674,['en'],160,"{'English poetry', 'Jesus Christ -- Temptation -- Poetry', 'Epic poetry', 'Bible. Gospels -- History of Biblical events -- Poetry'}",Text
PG59,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,"Descartes, René",1596,1650,['en'],824,"{'Science -- Methodology', 'Methodology'}",Text
PG60,The Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness",1865,1947,['en'],773,"{'Blakeney, Percy, Sir (Fictitious character) -- Fiction', 'Nobility -- Fiction', 'British -- France -- Fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'Adventure stories', 'Historical fiction'}",Text
PG61,The Communist Manifesto,"Engels, Friedrich",1820,1895,['en'],2608,"{'Socialism', 'Communism'}",Text
PG62,A Princess of Mars,"Burroughs, Edgar Rice",1875,1950,['en'],1547,"{'Dejah Thoris (Fictitious character) -- Fiction', 'Science fiction', 'Mars (Planet) -- Fiction', 'Princesses -- Fiction', 'Carter, John (Fictitious character) -- Fiction'}",Text
PG63,"The Number ""e""",Unknown,,,['en'],18,"{'Mathematical constants', 'Mathematics'}",Text
PG64,The Gods of Mars,"Burroughs, Edgar Rice",1875,1950,['en'],538,"{'Life on other planets -- Fiction', 'Dejah Thoris (Fictitious character) -- Fiction', 'Science fiction', 'Mars (Planet) -- Fiction', 'Carter, John (Fictitious character) -- Fiction'}",Text
PG65,"The First 100,000 Prime Numbers",Unknown,,,['en'],48,"{'Numbers, Prime', 'Mathematics'}",Dataset
PG66,The Dawn of Amateur Radio in the U.K. and Greece: A Personal View,"Joly, Norman F.",,,['en'],12,{'Radio broadcasting'},Text
PG67,The Black Experience in America,"Coombs, Norman",1932,,['en'],86,"{'African Americans -- History', 'Slavery -- United States -- History'}",Text
PG68,Warlord of Mars,"Burroughs, Edgar Rice",1875,1950,['en'],459,"{'Dejah Thoris (Fictitious character) -- Fiction', 'Mars (Planet) -- Fiction', 'Carter, John (Fictitious character) -- Fiction', 'Science fiction'}",Text
PG69,The 32nd Mersenne Prime: Predicted by Mersenne,"Slowinski, David",,,['en'],16,"{'Numbers, Prime', 'Number theory'}",Text
PG70,What Is Man? and Other Essays,"Twain, Mark",1835,1910,['en'],637,{'American essays'},Text
PG71,On the Duty of Civil Disobedience,"Thoreau, Henry David",1817,1862,['en'],777,"{'Civil disobedience', 'Government, Resistance to'}",Text
PG72,"Thuvia, Maid of Mars","Burroughs, Edgar Rice",1875,1950,['en'],377,"{'Martians -- Fiction', 'Mars (Planet) -- Fiction', 'Science fiction'}",Text
PG73,The Red Badge of Courage: An Episode of the American Civil War,"Crane, Stephen",1871,1900,['en'],672,"{'Virginia -- History -- Civil War, 1861-1865 -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Fiction', 'War stories', 'Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction', 'Historical fiction'}",Text
PG74,The Adventures of Tom Sawyer,"Twain, Mark",1835,1910,['en'],11645,"{'Male friendship -- Fiction', 'Bildungsromans', 'Runaway children -- Fiction', 'Missouri -- Fiction', 'Humorous stories', 'Child witnesses -- Fiction', 'Boys -- Fiction', 'Adventure stories', 'Sawyer, Tom (Fictitious character) -- Fiction', 'Mississippi River Valley -- Fiction'}",Text
PG75,E-mail 101,"Goodwin, John E.",,,['en'],52,{'Electronic mail systems'},Text
PG76,Adventures of Huckleberry Finn,"Twain, Mark",1835,1910,['en'],7685,"{'Finn, Huckleberry (Fictitious character) -- Fiction', 'Male friendship -- Fiction', 'Fugitive slaves -- Fiction', 'Bildungsromans', 'Runaway children -- Fiction', 'Missouri -- Fiction', 'Humorous stories', 'Boys -- Fiction', 'Mississippi River -- Fiction', 'Adventure stories', 'Race relations -- Fiction'}",Text
PG77,The House of the Seven Gables,"Hawthorne, Nathaniel",1804,1864,['en'],559,"{'Salem (Mass.) -- Fiction', 'Haunted houses -- Fiction', 'Domestic fiction', 'Paranormal fiction', 'Historical fiction'}",Text
PG78,Tarzan of the Apes,"Burroughs, Edgar Rice",1875,1950,['en'],1460,"{'Tarzan (Fictitious character) -- Fiction', 'Africa -- Fiction', 'British -- Africa -- Fiction', 'Adventure stories', 'Wild men -- Fiction', 'Fantasy fiction'}",Text
PG79,Terminal Compromise,"Schwartau, Winn",,,['en'],21,"{'Computer security -- Fiction', 'Didactic fiction', 'Privacy, Right of -- Fiction', 'Records -- Access control -- Fiction'}",Text
PG80,The Online World,"De Presno, Odd",,,['en'],30,{'Internet'},Text
PG81,The Return of Tarzan,"Burroughs, Edgar Rice",1875,1950,['en'],477,"{'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Adventure stories'}",Text
PG82,Ivanhoe: A Romance,"Scott, Walter",1771,1832,['en'],1567,"{'Normans -- Great Britain -- Fiction', 'Ivanhoe, Wilfred of, Sir (Fictitious character) -- Fiction', 'Love stories', 'Great Britain -- History -- Richard I, 1189-1199 -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Knights and knighthood -- Fiction', 'Jews -- England -- Fiction', 'Anglo-Saxons -- Fiction', 'Historical fiction'}",Text
PG83,"From the Earth to the Moon; and, Round the Moon","Verne, Jules",1828,1905,['en'],483,"{'Space ships -- Fiction', 'Science fiction', 'Space flight to the moon -- Fiction', 'Manned space flight -- Fiction', 'Moon -- Fiction'}",Text
PG84,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",1797,1851,['en'],9294,"{'Scientists -- Fiction', ""Frankenstein's monster (Fictitious character) -- Fiction"", 'Science fiction', 'Frankenstein, Victor (Fictitious character) -- Fiction', 'Horror tales', 'Monsters -- Fiction', 'Gothic fiction (Literary genre)'}",Text
PG85,The Beasts of Tarzan,"Burroughs, Edgar Rice",1875,1950,['en'],326,"{'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Adventure stories', 'Jungle animals -- Fiction'}",Text
PG86,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",1835,1910,['en'],1660,"{'Satire', 'Britons -- Fiction', 'Arthurian romances -- Adaptations', 'Knights and knighthood -- Fiction', 'Kings and rulers -- Fiction', 'Fantasy fiction', 'Time travel -- Fiction', 'Americans -- Great Britain -- Fiction'}",Text
PG87,The 1993 CIA World Factbook,United States. Central Intelligence Agency,,,['en'],34,"{'Political statistics -- Handbooks, manuals, etc.', 'Political science -- Handbooks, manuals, etc.', 'World politics -- Handbooks, manuals, etc.', 'Geography -- Handbooks, manuals, etc.'}",Text
PG88,Price/Cost Indexes from 1875 to 1989; Estimated to 2010,"Hart, Michael",1947,2011,['en'],13,{'Cost and standard of living'},Text
PG89,"North American Free Trade Agreement, 1992 Oct. 7 Tariff Phasing Descriptions",Canada,,,['en'],18,"{'Foreign trade regulation -- North America', 'Free trade -- Canada', 'Free trade -- United States', 'Free trade -- Mexico', 'Tariff -- Law and legislation -- North America', 'Canada. Treaties, etc. 1992 Oct. 7', 'Free trade -- North America'}",Text
PG90,The Son of Tarzan,"Burroughs, Edgar Rice",1875,1950,['en'],297,"{'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Adventure stories'}",Text
PG91,Tom Sawyer Abroad,"Twain, Mark",1835,1910,['en'],167,"{'Americans -- Foreign countries -- Fiction', 'Balloon ascensions -- Fiction', 'Sawyer, Tom (Fictitious character) -- Fiction', 'Adventure stories'}",Text
PG92,Tarzan and the Jewels of Opar,"Burroughs, Edgar Rice",1875,1950,['en'],220,"{'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Adventure stories'}",Text
PG93,"Tom Sawyer, Detective","Twain, Mark",1835,1910,['en'],116,"{'Sawyer, Tom (Fictitious character) -- Fiction', 'Mystery fiction'}",Text
PG94,Alexander's Bridge,"Cather, Willa",1873,1947,['en'],78,"{'Mistresses -- Fiction', 'Married people -- Fiction', 'London (England) -- Fiction', 'Bridges -- Design and construction -- Fiction', 'Psychological fiction', 'Civil engineers -- Fiction', 'Boston (Mass.) -- Fiction'}",Text
PG95,The Prisoner of Zenda,"Hope, Anthony",1863,1933,['en'],410,"{'Impostors and imposture -- Fiction', 'British -- Foreign countries -- Fiction', 'Adventure stories'}",Text
PG96,The Monster Men,"Burroughs, Edgar Rice",1875,1950,['en'],145,"{'Fantasy fiction', 'Science fiction'}",Text
PG97,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott",1838,1926,['en'],438,{'Fourth dimension'},Text
PG98,A Tale of Two Cities,"Dickens, Charles",1812,1870,['en'],11283,"{'French -- England -- London -- Fiction', 'Lookalikes -- Fiction', 'Paris (France) -- History -- 1789-1799 -- Fiction', 'Executions and executioners -- Fiction', 'London (England) -- History -- 18th century -- Fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'British -- France -- Paris -- Fiction', 'War stories', 'Historical fiction'}",Text
PG99,Collected Articles of Frederick Douglass,"Douglass, Frederick",1818,1895,['en'],97,"{'Essays', 'African American abolitionists', 'Douglass, Frederick, 1818-1895', 'Slavery', 'Reconstruction (U.S. history, 1865-1877)'}",Text
PG100,The Complete Works of William Shakespeare,"Shakespeare, William",1564,1616,['en'],3750,"{'English drama -- Early modern and Elizabethan, 1500-1600'}",Text
PG101,The Hacker Crackdown: Law and Disorder on the Electronic Frontier,"Sterling, Bruce",1954,,['en'],154,"{'Telephone -- Corrupt practices -- United States', 'Computer crimes -- United States', 'Computer programming -- Corrupt practices -- United States'}",Text
PG102,The Tragedy of Pudd'nhead Wilson,"Twain, Mark",1835,1910,['en'],677,"{'Trials (Murder) -- Fiction', 'Impostors and imposture -- Fiction', 'Missouri -- Fiction', 'Legal stories', 'Passing (Identity) -- Fiction', 'Race relations -- Fiction', 'Infants switched at birth -- Fiction'}",Text
PG103,Around the World in Eighty Days,"Verne, Jules",1828,1905,['en'],2015,"{'Voyages around the world -- Fiction', 'Adventure stories'}",Text
PG104,"Inaugural Address of Franklin Delano Roosevelt: Given in Washington, D.C. March 4th, 1933","Roosevelt, Franklin D. (Franklin Delano)",1882,1945,['en'],9,"{'New Deal, 1933-1939', 'Presidents -- United States -- Inaugural addresses', 'United States -- Politics and government -- 1933-1945'}",Text
PG105,Persuasion,"Austen, Jane",1775,1817,['en'],2778,"{'Regency fiction', 'Ship captains -- Fiction', 'Psychological fiction', 'Love stories', 'Rejection (Psychology) -- Fiction', 'First loves -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Young women -- Fiction', 'Motherless families -- Fiction', 'Dysfunctional families -- Fiction'}",Text
PG106,Jungle Tales of Tarzan,"Burroughs, Edgar Rice",1875,1950,['en'],225,"{'Tarzan (Fictitious character) -- Fiction', 'Africa -- Fiction', 'Adventure stories', 'Apes -- Fiction', 'Fantasy fiction', 'Jungles -- Fiction'}",Text
PG107,Far from the Madding Crowd,"Hardy, Thomas",1840,1928,['en'],555,"{'Love stories', 'Wessex (England) -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Farm life -- Fiction', 'Women farmers -- Fiction', 'Didactic fiction', 'Pastoral fiction'}",Text
PG108,The Return of Sherlock Holmes,"Doyle, Arthur Conan",1859,1930,['en'],1314,"{'Detective and mystery stories, English', 'Holmes, Sherlock (Fictitious character) -- Fiction'}",Text
PG109,"Renascence, and Other Poems","Millay, Edna St. Vincent",1892,1950,['en'],67,{'American poetry'},Text
PG110,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas",1840,1928,['en'],1000,"{'Women household employees -- Fiction', 'Wessex (England) -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Rape victims -- Fiction', 'Man-woman relationships -- Fiction', 'Women murderers -- Fiction', 'Poor families -- Fiction', 'Didactic fiction', 'Pastoral fiction', 'Children of the rich -- Fiction', 'Children of clergy -- Fiction'}",Text
PG111,Freckles,"Stratton-Porter, Gene",1863,1924,['en'],136,"{'People with disabilities -- Fiction', 'Indiana -- Fiction', 'Swamps -- Fiction', 'Orphans -- Fiction'}",Text
PG112,Violists,"McGowan, Richard",1958,,['en'],5,"{'Short stories', 'Love stories', 'Fathers and daughters -- Fiction', 'Violists -- Fiction'}",Text
PG113,The Secret Garden,"Burnett, Frances Hodgson",1849,1924,['en'],2785,"{'People with disabilities -- Fiction', 'Yorkshire (England) -- Fiction', 'Gardens -- Fiction', 'Orphans -- Fiction'}",Text
PG114,The Tenniel Illustrations for Carroll's Alice in Wonderland,"Tenniel, John",1820,1914,['en'],256,"{""Children's stories"", 'Fantasy fiction'}",StillImage
PG115,United States Census Figures Back to 1630,United States. Bureau of the Census,,,['en'],8,"{'United States -- Population -- Statistics', 'United States -- Statistics', 'United States -- Census'}",Text
PG116,Motion Pictures of the Apollo 11 Lunar Landing,United States,,,['en'],52,"{'Apollo 11 (Spacecraft)', 'Project Apollo (U.S.)', 'Space flight to the moon'}",MovingImage
PG117,Symphony No. 5 in C minor Opus 67,"Beethoven, Ludwig van",1770,1827,['en'],11,{'Music'},Text
PG118,Big Dummy's Guide to the Internet,Electronic Frontier Foundation,,,['en'],49,"{'Internet', 'Computer networks'}",Text
PG119,A Tramp Abroad,"Twain, Mark",1835,1910,['en'],1028,"{'Americans -- Europe -- Fiction', 'Europe -- Fiction', 'Humorous stories', 'Walking -- Fiction'}",Text
PG120,Treasure Island,"Stevenson, Robert Louis",1850,1894,['en'],7807,"{'Sea stories', 'Pirates -- Fiction', 'Treasure troves -- Fiction', 'Treasure Island (Imaginary place) -- Fiction'}",Text
PG121,Northanger Abbey,"Austen, Jane",1775,1817,['en'],2016,"{'Horror tales -- Appreciation -- Fiction', 'Books and reading -- Fiction', 'Satire', 'Marriage -- Economic aspects -- Fiction', 'Love stories', 'England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Young women -- Fiction', 'Gentry -- England -- Fiction', 'Gothic fiction (Literary genre)'}",Text
PG122,The Return of the Native,"Hardy, Thomas",1840,1928,['en'],479,"{'People with visual disabilities -- Fiction', 'Mothers and sons -- Fiction', 'Love stories', 'Wessex (England) -- Fiction', 'Didactic fiction', 'Adultery -- Fiction', 'Heathlands -- Fiction', 'Mate selection -- Fiction'}",Text
PG123,At the Earth's Core,"Burroughs, Edgar Rice",1875,1950,['en'],206,"{'Fantasy fiction', 'Science fiction', 'Earth (Planet) -- Core -- Fiction', 'Adventure stories'}",Text
PG124,Deuterocanonical Books of the Bible: Apocrypha,Anonymous,,,['en'],196,"{'Bible. Apocrypha', 'Apocryphal books (Old Testament)'}",Text
